ra,dec,source_id,w1mpro,w1sigmpro,qual_frame,mjd,dist,angle
28.5905048,-59.7457099,94020a214-000085,11.742,0.020,10,58273.30695442,0.008693,87.632215
28.5904951,-59.7457124,82853b241-000095,11.905,0.020,10,57907.85495612,0.012294,225.809687
28.5904929,-59.7457096,11413r016-000082,11.760,0.023,10,58803.00183148,0.013040,276.380171
28.5905084,-59.7457086,82877b242-000088,11.699,0.021,10,57908.64063143,0.015971,71.696112
28.5904960,-59.7457048,49548a226-000086,11.739,0.021,10,56815.48603403,0.020155,338.815250
28.5905050,-59.7457050,82869b241-000087,11.698,0.020,10,57908.37869685,0.020155,26.740736
28.5904992,-59.7457156,94122a238-000071,11.763,0.022,10,58276.64473710,0.020155,184.116875
28.5904941,-59.7457151,06426r238-000072,11.720,0.020,10,58639.91368229,0.021294,210.236714
28.5904878,-59.7457106,88265a023-000076,11.713,0.019,10,58084.95406616,0.022164,264.424943
28.5905041,-59.7457040,66021a026-000096,11.744,0.020,10,57356.43315389,0.022794,18.998064
28.5905120,-59.7457075,66001a026-000090,11.721,0.018,10,57355.77736138,0.023609,67.535295
28.5905021,-59.7457034,87975a041-000096,11.731,0.019,10,58075.46203331,0.024005,9.107725
28.5904920,-59.7457154,11427r040-000097,11.691,0.020,10,58803.45973850,0.024201,216.738671
28.5904854,-59.7457106,22541r015-000088,11.789,0.021,10,59166.88168189,0.026618,265.336953
28.5905139,-59.7457130,60541b248-000072,11.711,0.019,10,57176.75451806,0.027491,113.188652
28.5904849,-59.7457105,87963a041-000081,11.772,0.023,10,58075.06932285,0.027491,266.239887
28.5905124,-59.7457147,33671r039-000083,11.710,0.021,10,59530.64029847,0.028170,126.953747
28.5905150,-59.7457128,33801r016-000207,11.743,0.023,10,59534.88714663,0.028996,110.329120
28.5904853,-59.7457133,60576a224-000067,11.705,0.019,10,57177.87012378,0.029159,245.984205
28.5905039,-59.7457179,94124a213-000085,11.717,0.022,10,58276.71018878,0.029320,166.032240
28.5905000,-59.7457016,56139r038-000130,11.736,0.024,10,60261.95712941,0.030271,0.000000
28.5905163,-59.7457077,49560a227-000076,11.740,0.021,10,56815.88090811,0.030736,74.354653
28.5905154,-59.7457139,39942r238-000080,11.746,0.020,10,59735.43155500,0.031193,116.685694
28.5905019,-59.7457187,71737b241-000077,11.710,0.024,10,57543.81655219,0.031495,173.720794
28.5904878,-59.7457037,55022b053-000071,11.737,0.019,10,56995.50974778,0.031644,315.705028
28.5904860,-59.7457154,87977a017-000071,11.668,0.021,10,58075.52748509,0.031942,232.564086
28.5904826,-59.7457084,55050a052-000085,11.743,0.019,10,56996.42989343,0.032089,280.343031
28.5904958,-59.7457013,87943a041-000078,11.744,0.021,10,58074.41467809,0.032236,346.329273
28.5905174,-59.7457081,60565b248-000087,11.715,0.020,10,57177.54197447,0.032236,77.771587
28.5905164,-59.7457136,82865b241-000521,11.720,0.019,10,57908.24779354,0.032382,113.541780
28.5904885,-59.7457029,65970a049-000080,11.726,0.024,10,57354.79367266,0.032961,320.782909
28.5905070,-59.7457014,06440r213-000078,11.724,0.019,10,58640.37158897,0.033529,22.298600
28.5904867,-59.7457167,94006a239-000074,11.755,0.022,10,58272.84892019,0.034088,225.004498
28.5904949,-59.7457192,51134r237-000090,11.769,0.022,10,60099.84993267,0.034364,195.605143
28.5904829,-59.7457054,22567r039-000103,11.877,0.020,10,59167.73178950,0.035179,298.098315
28.5905158,-59.7457157,66006a050-000089,11.747,0.019,10,57355.97409911,0.035313,125.603501
28.5905084,-59.7457005,65966a050-000073,11.749,0.023,10,57354.66264153,0.037392,24.012952
28.5905216,-59.7457104,82868a217-000104,11.702,0.019,10,57908.31324517,0.039241,92.104960
28.5905204,-59.7457057,87985a017-000111,11.758,0.021,10,58075.78941939,0.040075,67.297684
28.5904887,-59.7457004,49557b252-000072,11.727,0.020,10,56815.81507457,0.040192,329.329504
28.5905181,-59.7457165,06428r213-000086,11.748,0.019,10,58639.97913392,0.040310,125.479761
28.5905112,-59.7457197,65993a025-000074,11.749,0.020,10,57355.51504441,0.040427,149.811225
28.5904863,-59.7457011,17572r213-000073,11.746,0.024,10,59004.43498111,0.040543,322.203842
28.5904915,-59.7457205,66002a050-000143,11.740,0.019,10,57355.84294060,0.040776,202.189037
28.5905164,-59.7457181,44957r015-000111,11.715,0.020,10,59898.92938795,0.041692,134.429437
28.5905182,-59.7457027,65989a025-000086,11.743,0.021,10,57355.38388590,0.042143,51.477205
28.5905193,-59.7457034,65994a049-000096,11.748,0.019,10,57355.58062363,0.042255,55.834212
28.5905002,-59.7456982,65985a025-000079,11.706,0.027,10,57355.25272741,0.042478,0.489274
28.5904787,-59.7457149,28808r213-000069,11.755,0.022,10,59371.75601290,0.042478,245.459094
28.5904878,-59.7456991,82881b241-000092,11.741,0.020,10,57908.77153484,0.045068,330.580057
28.5904831,-59.7457193,94028a214-000090,11.917,0.023,10,58273.56876102,0.045381,222.476515
28.5904880,-59.7457211,55045a029-000100,11.953,0.021,10,56996.23277389,0.045485,208.576698
28.5905172,-59.7457007,76945a019-000083,11.769,0.023,10,57714.35014919,0.045795,42.979028
28.5905034,-59.7456973,33793r016-000081,11.723,0.025,10,59534.62572185,0.046104,7.682032
28.5905171,-59.7457195,17572r214-000066,11.717,0.021,10,59004.43510843,0.046206,137.794825
28.5904878,-59.7456987,39940r212-000078,11.740,0.022,10,59735.36623069,0.046308,331.455241
28.5904903,-59.7457227,55030a053-000091,11.703,0.021,10,56995.77270109,0.048985,201.047798
28.5905272,-59.7457082,22545r015-000074,11.733,0.023,10,59167.01245790,0.049750,82.517355
28.5905194,-59.7456999,28778r238-000096,11.847,0.022,10,59370.77563881,0.050598,44.061631
28.5905262,-59.7457050,49572a227-000087,11.974,0.023,10,56816.27565488,0.050784,69.254756
28.5905069,-59.7457243,94112a212-000085,11.747,0.022,10,58276.31747618,0.052969,166.335855
28.5904824,-59.7456979,33763r040-000079,11.775,0.020,10,59533.64560132,0.054029,323.763930
28.5904759,-59.7457194,99003a039-000099,11.717,0.018,10,58436.32027837,0.055239,232.255110
28.5904821,-59.7457230,71757b242-000081,11.740,0.020,10,57544.47183278,0.056924,214.750853
28.5904898,-59.7457251,71768a217-000084,11.714,0.020,10,57544.79934568,0.057419,198.795554
28.5904730,-59.7457016,82901b242-000093,11.730,0.023,10,57909.42630631,0.057584,301.694553
28.5905226,-59.7457215,28804r213-000071,11.745,0.019,10,59371.62523693,0.058236,135.283519
28.5904703,-59.7457163,55054b053-000091,11.731,0.020,10,56996.56143372,0.058479,247.168396
28.5905311,-59.7457157,87989a017-000211,11.741,0.019,10,58075.92032291,0.059994,109.989719
28.5905294,-59.7457179,87987a041-000216,11.768,0.025,10,58075.85487112,0.060465,118.071930
28.5904681,-59.7457155,28794r238-000071,11.730,0.022,10,59371.29848799,0.061164,251.109017
28.5904709,-59.7457188,51132r213-000074,11.716,0.023,10,60099.78511766,0.061548,239.027674
28.5904723,-59.7457199,06418r237-000088,11.719,0.019,10,58639.65200311,0.061625,234.649791
28.5905301,-59.7457187,82872a216-000083,11.697,0.021,10,57908.44414853,0.062915,119.841567
28.5905327,-59.7457163,98979a040-000078,11.692,0.022,10,58435.53511223,0.063512,110.926141
28.5904647,-59.7457086,49556a227-000083,11.739,0.019,10,56815.74924098,0.064252,274.500787
28.5905188,-59.7457252,87979a041-000074,11.728,0.019,10,58075.59293683,0.064472,148.070138
28.5905057,-59.7457277,60568a223-000075,11.737,0.020,10,57177.60755340,0.064545,170.783900
28.5904702,-59.7457002,71741b243-000074,11.738,0.023,10,57543.94771024,0.064545,303.132753
28.5904994,-59.7457280,49533b251-000070,11.706,0.020,10,56815.02545382,0.064837,180.962170
28.5905352,-59.7457144,33675r039-000101,11.750,0.020,10,59530.77094718,0.065778,103.933502
28.5904930,-59.7457280,60561b247-000073,11.713,0.021,10,57177.41068932,0.066064,191.085928
28.5904951,-59.7457283,28786r238-000092,11.826,0.025,10,59371.03706337,0.066492,187.683245
28.5905346,-59.7457162,87965a017-000087,11.747,0.021,10,58075.13477463,0.066634,109.578000
28.5905090,-59.7457281,82884a217-000097,11.722,0.019,10,57908.83698652,0.067198,165.935322
28.5905297,-59.7457214,82885b241-000093,11.744,0.024,10,57908.90243824,0.067689,127.301182
28.5905019,-59.7457288,28808r212-000093,11.731,0.024,10,59371.75588553,0.067758,177.085026
28.5904759,-59.7456956,99109a018-000123,11.730,0.021,10,58439.78794753,0.067828,319.861393
28.5904706,-59.7456982,65978a049-000076,11.739,0.023,10,57355.05598968,0.068175,308.540995
28.5904972,-59.7457289,06444r213-000088,11.762,0.024,10,58640.50236710,0.068245,184.268797
28.5905075,-59.7457286,06460r213-000088,11.733,0.020,10,58641.02572664,0.068314,168.516048
28.5904655,-59.7457024,17570r239-000089,11.767,0.024,10,59004.36965682,0.068314,293.616039
28.5904638,-59.7457154,17550r239-000084,11.812,0.023,10,59003.71577654,0.068452,253.507567
28.5905270,-59.7457234,51118r238-000075,11.723,0.019,10,60099.33077601,0.068727,134.567939
28.5904646,-59.7457172,60572a223-000089,11.698,0.019,10,57177.73883859,0.069275,248.017014
28.5905382,-59.7457095,39936r213-000105,11.785,0.023,10,59735.23583677,0.069343,88.511889
28.5904627,-59.7457048,76962a044-000111,11.702,0.020,10,57714.93972477,0.070223,285.466541
28.5905381,-59.7457136,56173r014-000092,11.752,0.021,10,60263.05593515,0.070290,100.621698
28.5905254,-59.7456951,94116a213-000098,11.725,0.024,10,58276.44837943,0.070692,40.659059
28.5905247,-59.7457255,39950r237-000085,11.748,0.022,10,59735.69247083,0.071556,141.239340
28.5905225,-59.7456935,51126r237-000078,11.745,0.026,10,60099.59029071,0.072082,34.491133
28.5904828,-59.7456919,98967a039-000069,11.722,0.020,10,58435.14240183,0.072213,334.415544
28.5904987,-59.7456899,76954a043-000097,11.747,0.020,10,57714.67766288,0.072409,358.133586
28.5904872,-59.7456907,76934a043-000079,11.711,0.022,10,57714.02263553,0.073252,341.522832
28.5905394,-59.7457053,33755r039-000100,11.888,0.023,10,59533.38417654,0.073445,76.679887
28.5904738,-59.7457258,71753b242-000069,11.719,0.021,10,57544.34080214,0.074149,219.878040
28.5905407,-59.7457135,93998a238-000090,11.707,0.020,10,58272.58711358,0.074910,99.685915
28.5904748,-59.7457265,33791r040-000088,11.740,0.019,10,59534.56039750,0.074973,217.578230
28.5904657,-59.7457218,94012a213-000088,11.734,0.021,10,58273.04514787,0.075350,235.674542
28.5904758,-59.7457271,33775r040-000087,11.705,0.020,10,59534.03767479,0.075600,215.490175
28.5905353,-59.7456987,28798r237-000083,11.722,0.023,10,59371.42913668,0.075850,57.570230
28.5905390,-59.7457022,65981a025-000097,11.720,0.024,10,57355.12156895,0.076098,68.349294
28.5904626,-59.7457197,94002a239-000103,11.711,0.019,10,58272.71801683,0.076284,242.762176
28.5905275,-59.7457261,99021a015-000089,11.708,0.019,10,58436.90921720,0.076470,139.284930
28.5904578,-59.7457103,76946a044-000076,11.729,0.021,10,57714.41572836,0.076532,269.191610
28.5905436,-59.7457115,55065a029-000088,11.756,0.021,10,56996.89009354,0.079260,93.906289
28.5904812,-59.7456899,17546r239-000070,11.766,0.021,10,59003.58500058,0.079972,334.767730
28.5904587,-59.7457021,71761b242-000080,11.708,0.020,10,57544.60286341,0.080149,290.789340
28.5904553,-59.7457119,98971a039-000083,11.714,0.020,10,58435.27330531,0.081377,265.177727
28.5905411,-59.7457191,44951r039-000100,11.723,0.021,10,59898.73392414,0.081436,113.723041
28.5905090,-59.7456878,60560a223-000087,11.696,0.019,10,57177.34511038,0.081551,11.544379
28.5905104,-59.7457322,76973a020-000102,11.748,0.019,10,57715.26723843,0.082129,166.719407
28.5905119,-59.7456878,17586r238-000088,11.796,0.021,10,59004.89276063,0.082759,15.113626
28.5905450,-59.7457059,06420r213-000076,11.743,0.019,10,58639.71745470,0.082930,79.749773
28.5904921,-59.7456873,28784r212-000104,11.912,0.020,10,59370.97161176,0.082987,350.054584
28.5904630,-59.7457238,55049a029-000079,11.780,0.020,10,56996.36418692,0.083497,233.488812
28.5905448,-59.7457043,76981a019-000071,11.706,0.019,10,57715.52917295,0.083836,75.827666
28.5904687,-59.7457273,99013a016-000094,11.714,0.022,10,58436.64753703,0.084286,222.351321
28.5905417,-59.7456995,17566r239-000075,11.736,0.022,10,59004.23888091,0.084565,63.445958
28.5904985,-59.7456862,71772a217-000080,11.731,0.022,10,57544.93037637,0.085730,358.181209
28.5905277,-59.7456904,60545b248-000077,11.719,0.018,10,57176.88580329,0.086607,35.453079
28.5905452,-59.7457181,51142r237-000078,11.735,0.020,10,60100.10957531,0.087043,109.579296
28.5905458,-59.7457026,44941r015-000098,11.727,0.026,10,59898.40806628,0.087260,72.219904
28.5905447,-59.7457009,60549b248-000077,11.699,0.018,10,57177.01708848,0.087422,67.998518
28.5905455,-59.7457180,56167r038-000179,11.767,0.019,10,60262.86199940,0.087422,109.237436
28.5904562,-59.7457207,17568r214-000082,11.789,0.023,10,59004.30433252,0.088282,244.132992
28.5905487,-59.7457122,39968r213-000073,11.732,0.022,10,59736.27988038,0.088709,95.123502
28.5905443,-59.7456994,51140r212-000080,11.698,0.019,10,60100.04463293,0.088975,64.596546
28.5904545,-59.7457193,94008a214-000081,11.686,0.019,10,58272.91437183,0.089081,247.918729
28.5905295,-59.7457299,11423r040-000101,11.757,0.020,10,58803.32896241,0.089399,143.244096
28.5904745,-59.7457313,60557b248-000085,11.694,0.020,10,57177.27953145,0.089557,211.097820
28.5904870,-59.7457340,49588a227-000057,11.739,0.025,10,56816.80206869,0.089557,195.264991
28.5905179,-59.7457333,98987a039-000097,11.707,0.020,10,58435.79679184,0.089925,158.840130
28.5904791,-59.7457329,17588r214-000088,11.852,0.021,10,59004.95821229,0.090762,204.694624
28.5905463,-59.7457004,28790r237-000093,11.768,0.020,10,59371.16771207,0.090814,67.631514
28.5905445,-59.7456983,22563r039-000117,11.973,0.020,10,59167.60101348,0.091022,62.442831
28.5904629,-59.7457271,94110a238-000086,11.731,0.023,10,58276.25215190,0.091177,227.547401
28.5904831,-59.7456861,55034a053-000073,11.723,0.021,10,56995.90411407,0.091333,340.390485
28.5905406,-59.7457251,28824r213-000085,11.731,0.021,10,59372.27886206,0.091539,126.433846
28.5904680,-59.7457297,94010a239-000076,11.729,0.020,10,58272.97982353,0.091642,219.297494
28.5904746,-59.7457320,17558r239-000088,11.734,0.021,10,59003.97732844,0.091642,210.186743
28.5904966,-59.7457356,56169r013-000160,11.749,0.024,10,60262.92655979,0.092361,183.828298
28.5904545,-59.7457219,33781r015-000119,11.735,0.021,10,59534.23364781,0.092973,242.566525
28.5904550,-59.7457226,06442r238-000073,11.702,0.026,10,58640.43704060,0.093378,240.937583
28.5905441,-59.7456963,93990a239-000079,11.744,0.020,10,58272.32543434,0.093983,58.342808
28.5904952,-59.7456838,11411r040-000075,11.743,0.023,10,58802.93637921,0.094734,354.726178
28.5904775,-59.7457338,17554r239-000089,11.749,0.019,10,59003.84655249,0.094884,205.469286
28.5905445,-59.7457245,98997a016-000085,11.949,0.025,10,58436.12405056,0.096120,122.891595
28.5904883,-59.7457361,55058a053-000086,11.679,0.018,10,56996.69284678,0.096317,192.727195
28.5905360,-59.7456902,06448r213-000079,11.758,0.021,10,58640.63327138,0.096659,42.491898
28.5904643,-59.7457301,76977a019-000064,11.699,0.022,10,57715.39814203,0.097098,221.824625
28.5904925,-59.7457370,56143r038-000084,11.755,0.020,10,60262.08638314,0.098162,187.967085
28.5905305,-59.7457327,82888a217-000074,11.726,0.020,10,57908.96801728,0.098690,145.903443
28.5905270,-59.7457338,56175r037-000089,11.702,0.019,10,60263.12049549,0.098690,150.248527
28.5904511,-59.7457223,94112a213-000063,11.760,0.024,10,58276.31760354,0.099120,243.470013
28.5904954,-59.7457375,22557r015-000076,11.774,0.022,10,59167.40478587,0.099358,184.817412
28.5905233,-59.7456849,71756a217-000084,11.751,0.019,10,57544.40625378,0.099738,25.065830
28.5905546,-59.7457065,39956r212-000080,11.751,0.022,10,59735.88818916,0.099832,82.749331
28.5904456,-59.7457159,55069a029-000086,11.727,0.019,10,56997.02150652,0.100915,257.851904
28.5905534,-59.7457020,17556r213-000081,11.718,0.019,10,59003.91187683,0.101055,73.440565
28.5905524,-59.7456991,56386r042-000092,11.757,0.023,10,60269.97102627,0.102816,67.566211
28.5904608,-59.7457309,76942a044-000080,11.731,0.021,10,57714.28469738,0.103503,223.380181
28.5905570,-59.7457072,51110r237-000069,11.721,0.020,10,60099.07113403,0.103867,84.431452
28.5905490,-59.7456950,60556a224-000074,11.702,0.027,10,57177.21395256,0.104004,58.717985
28.5905510,-59.7457232,22531r039-000087,11.731,0.021,10,59166.55467824,0.104004,117.189737
28.5905071,-59.7456813,71745b242-000069,11.699,0.019,10,57544.07874087,0.104140,7.104882
28.5904831,-59.7457379,39938r237-000084,11.714,0.019,10,59735.30103372,0.104998,196.971787
28.5905065,-59.7457390,17576r214-000062,11.729,0.020,10,59004.56588443,0.105043,173.556927
28.5905571,-59.7457050,06430r237-000086,11.726,0.023,10,58640.04445825,0.105133,80.140669
28.5905354,-59.7457337,39966r237-000119,11.715,0.020,10,59736.21455612,0.106782,143.036035
28.5905365,-59.7457334,99001a015-000079,11.760,0.020,10,58436.25482662,0.107135,141.836143
28.5905542,-59.7457220,28816r213-000076,11.759,0.022,10,59372.01743750,0.107400,113.722192
28.5904583,-59.7456886,56155r037-000082,11.706,0.021,10,60262.47412728,0.107970,315.526749
28.5905545,-59.7456979,11421r016-000167,11.711,0.023,10,58803.26351081,0.108014,66.219163
28.5904548,-59.7457297,11437r015-000078,11.730,0.023,10,58803.78674226,0.108407,229.138848
28.5904423,-59.7457182,55053a029-000079,11.752,0.020,10,56996.49572726,0.108755,254.248163
28.5905302,-59.7456836,06410r237-000098,11.959,0.021,10,58639.39032398,0.109706,29.957489
28.5904890,-59.7456795,82896a217-000417,11.741,0.022,10,57909.22982398,0.111584,349.701017
28.5904384,-59.7457051,44923r040-000103,11.774,0.023,10,59897.82167494,0.113098,278.971710
28.5904375,-59.7457132,55042b053-000097,11.915,0.020,10,56996.16706743,0.113930,264.197504
28.5904492,-59.7457287,82880a217-000103,11.735,0.019,10,57908.70608316,0.114096,233.847683
28.5905612,-59.7457026,06438r237-000091,11.770,0.021,10,58640.30613738,0.114137,76.504966
28.5905365,-59.7456841,49541b252-000087,11.715,0.019,10,56815.28866067,0.114344,35.376412
28.5904903,-59.7457418,51156r213-000068,11.751,0.024,10,60100.56391700,0.115822,188.737225
28.5904491,-59.7456904,55037a029-000072,11.718,0.021,10,56995.96982058,0.116188,307.389564
28.5904554,-59.7457333,66017a026-000087,11.807,0.019,10,57356.30199534,0.116553,223.962608
28.5905635,-59.7457154,28810r238-000075,11.743,0.022,10,59371.82133723,0.116796,99.580286
28.5904601,-59.7456845,51106r238-000067,11.719,0.023,10,60098.94137672,0.116877,321.749164
28.5905046,-59.7456776,71752a217-000121,11.730,0.019,10,57544.27522315,0.116958,4.091554
28.5905004,-59.7457425,39948r213-000076,11.713,0.019,10,59735.62727384,0.116998,179.644709
28.5905011,-59.7457428,51132r212-000080,11.722,0.021,10,60099.78499035,0.118083,179.031965
28.5904427,-59.7457257,65986a049-000070,11.719,0.020,10,57355.31830663,0.118323,241.461828
28.5904819,-59.7457416,28796r213-000076,11.703,0.019,10,59371.36381233,0.118403,196.097656
28.5905435,-59.7456854,60724a219-000089,11.732,0.018,10,57182.72576668,0.118602,41.698966
28.5904539,-59.7457334,71781b242-000086,11.751,0.022,10,57545.25801669,0.118682,224.787340
28.5905041,-59.7456769,94000a214-000079,11.740,0.019,10,58272.65256518,0.119396,3.571145
28.5905475,-59.7456870,39922r237-000083,11.699,0.019,10,59734.77907588,0.119475,46.138092
28.5904715,-59.7456797,33667r039-000093,11.717,0.031,10,59530.50952245,0.120694,334.643347
28.5905610,-59.7456960,51322r236-000084,11.726,0.019,10,60105.95081455,0.121591,65.509853
28.5905371,-59.7456818,51324r236-000071,11.744,0.019,10,60106.01575691,0.121785,33.538497
28.5905507,-59.7456876,28778r237-000088,11.802,0.024,10,59370.77551145,0.122327,48.752606
28.5905158,-59.7457431,82889b242-000074,11.740,0.023,10,57909.03346896,0.122559,166.477031
28.5904766,-59.7457420,71749b242-000130,11.753,0.020,10,57544.20977150,0.122751,200.225394
28.5904666,-59.7456801,71737b243-000087,11.702,0.027,10,57543.81667950,0.123518,330.628451
28.5905236,-59.7456773,49552a227-000079,11.725,0.020,10,56815.61770112,0.125265,19.982635
28.5904796,-59.7457435,22561r015-000095,11.829,0.022,10,59167.53556189,0.126167,197.056792
28.5905445,-59.7456828,82876a217-000078,11.734,0.020,10,57908.57517976,0.126913,39.498614
28.5905108,-59.7456750,98981a015-000085,11.721,0.024,10,58435.60043667,0.127507,8.837050
28.5904544,-59.7457370,94110a237-000110,11.734,0.023,10,58276.25202458,0.127619,220.395343
28.5904404,-59.7457289,44949r015-000070,11.760,0.023,10,59898.66872709,0.127730,237.813815
28.5904321,-59.7457200,49549b252-000078,11.745,0.021,10,56815.55186763,0.128320,253.705974
28.5904413,-59.7457300,44935r039-000078,11.742,0.019,10,59898.21260248,0.128541,235.931864
28.5905550,-59.7456873,39926r238-000067,11.713,0.023,10,59734.90959721,0.128944,50.676880
28.5904288,-59.7457086,11425r016-000080,11.740,0.020,10,58803.39428679,0.129237,272.234873
28.5904924,-59.7457457,39952r213-000083,11.713,0.021,10,59735.75779517,0.129273,186.122120
28.5905395,-59.7456800,06406r238-000102,11.882,0.022,10,58639.25954817,0.129602,33.559830
28.5904409,-59.7457312,87973a017-000082,11.776,0.022,10,58075.39658157,0.131591,234.550540
28.5904323,-59.7457233,55062a052-000073,11.732,0.020,10,56996.82425976,0.131806,248.698342
28.5905417,-59.7456798,76958a044-000117,11.767,0.019,10,57714.80869385,0.132450,34.826279
28.5904342,-59.7457260,60561b249-000067,11.725,0.021,10,57177.41081663,0.132521,244.237220
28.5905454,-59.7456811,76941a019-000102,11.709,0.023,10,57714.21911822,0.132699,38.361555
28.5904826,-59.7456736,87959a040-000157,11.802,0.022,10,58074.93829206,0.134783,346.458431
28.5905294,-59.7457451,49553b251-000072,11.755,0.023,10,56815.68340735,0.137145,157.119369
28.5905756,-59.7457120,99111a042-000123,11.723,0.020,10,58439.85339928,0.137317,93.005699
28.5905659,-59.7456909,76930a043-000115,11.746,0.028,10,57713.89160457,0.137901,60.090379
28.5904270,-59.7457209,49577b252-000079,11.763,0.020,10,56816.47302829,0.138106,253.492516
28.5904562,-59.7457414,93994a238-000088,11.757,0.022,10,58272.45621028,0.138175,215.099777
28.5905168,-59.7457480,06456r213-000082,11.705,0.023,10,58640.89495066,0.140143,167.442408
28.5904583,-59.7456770,17560r213-000087,11.740,0.022,10,59004.04265278,0.140849,327.516332
28.5905739,-59.7457264,22569r014-000126,11.752,0.022,10,59167.79711388,0.146472,113.771680
28.5904456,-59.7457403,60588a224-000081,11.727,0.022,10,57178.26385204,0.147083,222.131878
28.5905725,-59.7457312,56193r013-000069,11.752,0.019,10,60263.70217543,0.152042,120.129714
28.5905597,-59.7456796,94004a214-000101,11.730,0.019,10,58272.78346853,0.153956,44.696097
28.5904335,-59.7457383,94118a238-000086,11.710,0.020,10,58276.51383372,0.157894,229.814077
28.5904307,-59.7456832,94012a214-000076,11.732,0.022,10,58273.04527519,0.158461,307.508217
28.5905588,-59.7456771,99009a015-000110,11.731,0.020,10,58436.51663359,0.159383,42.002367
28.5905891,-59.7457112,94094a239-000077,11.701,0.019,10,58275.72815664,0.161678,91.531236
28.5905101,-59.7457549,22569r016-000116,11.822,0.025,10,59167.79724119,0.162668,173.533946
28.5904579,-59.7457504,28786r237-000091,11.827,0.021,10,59371.03693605,0.164257,207.701227
28.5904454,-59.7457464,17568r213-000075,11.723,0.021,10,59004.30420521,0.164257,217.080417
28.5905124,-59.7457554,94128a212-000090,11.775,0.025,10,58276.84096485,0.164975,172.164618
28.5904090,-59.7457073,06436r213-000077,11.748,0.023,10,58640.24081306,0.165346,273.370134
28.5905911,-59.7457036,93994a239-000085,11.784,0.030,10,58272.45633759,0.166825,82.062212
28.5905306,-59.7457541,56169r014-000205,11.715,0.025,10,60262.92668711,0.168179,160.730279
28.5905382,-59.7456666,55057a029-000078,11.700,0.019,10,56996.62714028,0.170909,23.915923
28.5904475,-59.7456701,76950b043-000065,11.675,0.024,10,57714.54663191,0.172340,326.457749
28.5904254,-59.7457433,22573r014-000074,11.728,0.022,10,59167.92788985,0.180768,228.460307
28.5905886,-59.7457341,22559r039-000115,11.786,0.020,10,59167.47023756,0.182639,118.363472
28.5906008,-59.7457117,51136r213-000074,11.776,0.022,10,60099.91487563,0.182924,91.917199
28.5906007,-59.7457047,28782r237-000108,11.920,0.021,10,59370.90628741,0.183645,84.036488
28.5904031,-59.7457295,22539r039-000128,11.774,0.023,10,59166.81623023,0.189269,248.227672
28.5904221,-59.7457460,94128a214-000078,11.759,0.025,10,58276.84109216,0.191724,227.472278
28.5904035,-59.7457324,49568a227-000070,11.831,0.022,10,56816.14411512,0.192707,245.263875
28.5905906,-59.7456794,94120a213-000084,11.664,0.023,10,58276.57928541,0.197835,56.164120
28.5904159,-59.7457453,87983a040-000061,11.718,0.022,10,58075.72384029,0.198550,230.202911
28.5905466,-59.7457606,51160r212-000082,11.735,0.021,10,60100.69367435,0.200821,155.108288
28.5905408,-59.7457632,11403r039-000102,11.615,0.034,10,58802.67469983,0.205310,158.873372
28.5904008,-59.7457390,55077a029-000089,11.766,0.028,10,56997.28445987,0.208030,239.876659
28.5905676,-59.7456630,55061a029-000098,11.690,0.019,10,56996.75855325,0.208959,35.929767
28.5906177,-59.7457021,11419r040-000095,11.737,0.019,10,58803.19805911,0.215370,82.411966
28.5905949,-59.7457476,71769b242-000088,11.809,0.026,10,57544.86492473,0.218981,128.180711
28.5904513,-59.7457684,06422r238-000082,11.738,0.022,10,58639.78290634,0.228047,202.789824
28.5906274,-59.7457030,51130r237-000071,11.780,0.023,10,60099.72017537,0.232457,83.776380
28.5904906,-59.7457761,51150r236-000074,11.718,0.023,10,60100.36908995,0.238574,184.098247
28.5906323,-59.7456946,11391r040-000084,11.847,0.022,10,58802.28224447,0.246290,76.991229
28.5903638,-59.7457015,94036a214-000087,11.724,0.020,10,58273.83044025,0.248922,277.060945
28.5903576,-59.7457175,51138r238-000079,11.750,0.023,10,60099.97981790,0.259695,264.032225
28.5903595,-59.7457245,49553b252-000076,11.762,0.025,10,56815.68353471,0.260131,258.423987
28.5906298,-59.7456708,28774r237-000074,11.697,0.018,10,59370.64486223,0.274497,59.061415
28.5903455,-59.7457140,94040a214-000259,11.824,0.026,10,58273.96134360,0.280607,267.058352
28.5905816,-59.7456379,65966a049-000084,11.779,0.025,10,57354.66251416,0.298787,29.692938
28.5903839,-59.7457737,82901b241-000082,11.785,0.024,10,57909.42617895,0.311344,222.561161
28.5907857,-59.7456579,33679r039-000272,11.661,0.021,10,59530.90159593,0.551107,70.102946
28.5908726,-59.7456176,11407r040-000107,11.742,0.020,10,58802.80560318,0.753254,63.793989
