ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
85.0162024,-1.3286599,0.0262,0.0260,-0.0094,7.691,0.017,62.5,1.545E+00,7.766,0.014,78.7,2.172E+00,1,0,0000,AA,10,59110.36532403,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.264757,35.195362
85.0162119,-1.3286677,0.0247,0.0232,-0.0091,7.777,0.015,73.7,2.002E+00,7.787,0.012,89.1,1.721E+00,1,0,0000,AA,10,58378.65352192,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.265220,44.772353
85.0162245,-1.3286839,0.0245,0.0233,-0.0023,7.803,0.014,76.0,1.173E+01,7.777,0.013,80.8,1.099E+01,1,0,0000,AA,5,59995.96893742,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.266038,60.758134
85.0162080,-1.3286635,0.0241,0.0226,-0.0025,7.724,0.017,65.5,1.489E+00,7.785,0.012,88.8,1.777E+00,1,0,0000,AA,10,59838.22332600,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.266854,40.342213
85.0162059,-1.3286617,0.0266,0.0233,0.0072,7.806,0.016,66.9,3.156E+00,7.825,0.013,82.1,2.298E+00,1,0,0000,AA,10,59109.64599316,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.267101,38.206119
85.0161997,-1.3286570,0.0264,0.0233,-0.0130,7.793,0.018,60.3,2.314E+00,7.760,0.013,86.8,2.572E+00,1,0,0000,AA,10,59995.51306660,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.268055,32.210489
85.0162027,-1.3286588,0.0249,0.0220,-0.0063,7.711,0.015,71.6,4.582E-01,7.758,0.011,97.8,1.097E+00,1,0,0000,AA,10,58014.49731188,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.268618,34.896731
85.0162122,-1.3286666,0.0285,0.0255,-0.0115,8.150,0.015,74.7,1.096E+00,8.116,0.014,80.4,2.702E+00,1,0,0000,AA,10,57647.18972704,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.268794,44.341238
85.0161967,-1.3286549,0.0256,0.0244,-0.0038,7.667,0.017,64.7,5.289E+00,7.759,0.014,75.9,6.543E+00,1,0,0000,AA,5,59110.23454815,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.269022,29.405456
85.0162208,-1.3286765,0.0296,0.0277,-0.0054,8.166,0.019,55.7,1.107E+00,8.153,0.014,75.2,1.168E+00,1,0,0000,AA,10,59264.37612819,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.269092,54.410485
85.0162153,-1.3286696,0.0250,0.0241,-0.0085,8.162,0.013,80.5,1.170E+00,8.145,0.013,85.2,1.561E+00,1,0,0000,AA,10,58536.89534076,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.269320,47.646525
85.0161952,-1.3286538,0.0261,0.0235,0.0080,8.130,0.016,67.7,2.697E+00,8.104,0.013,84.8,2.356E+00,1,0,0000,AA,5,58900.40484833,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.269899,27.994178
85.0162092,-1.3286634,0.0255,0.0210,0.0027,7.745,0.016,66.9,6.871E-01,7.784,0.012,94.1,2.680E+00,1,0,0000,AA,10,59267.51361113,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.269951,40.991432
85.0162103,-1.3286642,0.0253,0.0255,-0.0070,7.802,0.015,70.2,5.823E+00,7.805,0.013,83.1,1.818E+00,1,0,g000,AA,10,59109.64586580,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.270423,42.024902
85.0162188,-1.3286730,0.0272,0.0240,-0.0081,7.761,0.014,76.7,4.392E+00,7.745,0.014,79.0,1.667E+00,1,0,0000,AA,10,59474.09578856,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.270947,51.356452
85.0161916,-1.3286516,0.0261,0.0279,-0.0121,7.740,0.017,64.4,3.481E+00,7.752,0.014,79.2,4.704E+00,1,0,0000,AA,10,58014.56276416,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.271243,24.790520
85.0162152,-1.3286685,0.0258,0.0260,0.0027,7.750,0.022,50.0,1.644E+00,7.772,0.013,83.4,1.862E+00,1,0,g000,AA,10,59631.64929876,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.271730,46.978346
85.0162113,-1.3286640,0.0278,0.0294,-0.0102,7.794,0.017,65.5,1.617E+00,7.724,0.014,75.5,3.532E+00,1,0,0000,AA,10,58378.58807024,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.273376,42.484236
85.0162090,-1.3286619,0.0275,0.0274,-0.0107,7.758,0.021,50.7,1.139E+00,7.771,0.013,84.6,1.240E+00,1,0,0000,AA,10,59264.96443005,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.273584,40.135803
85.0162274,-1.3286846,0.0234,0.0223,-0.0071,7.781,0.016,68.6,9.292E-01,7.802,0.013,85.1,1.185E+00,1,0,0000,AA,10,58168.94221552,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.274015,62.284189
85.0162141,-1.3286664,0.0253,0.0233,-0.0050,7.829,0.015,72.7,1.399E+00,7.810,0.012,92.4,1.522E+00,1,0,0000,AA,10,58900.99353219,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.274118,45.258292
85.0162062,-1.3286593,0.0286,0.0220,-0.0091,7.732,0.016,66.5,9.432E-01,7.760,0.013,85.9,1.808E+00,1,0,0000,AA,10,58169.46532377,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.274583,37.268074
85.0162160,-1.3286673,0.0278,0.0280,-0.0100,8.146,0.016,67.1,4.496E+00,8.155,0.014,76.5,4.317E+00,1,0,0000,AA,10,58742.86831370,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.276793,46.731207
85.0162123,-1.3286636,0.0267,0.0216,-0.0060,7.748,0.016,68.8,1.232E+00,7.762,0.012,88.8,1.700E+00,1,0,0000,AA,10,59267.77516348,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.276862,42.832232
85.0162142,-1.3286654,0.0270,0.0245,-0.0066,7.742,0.018,61.1,1.329E+00,7.772,0.014,79.0,1.751E+00,1,0,0000,AA,10,57812.46972823,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.276930,44.781652
85.0162231,-1.3286756,0.0277,0.0253,0.0055,8.450,0.017,63.3,2.226E+00,8.436,0.013,80.7,1.278E+00,1,0,0000,AA,10,58743.06454126,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.277713,54.860805
85.0161842,-1.3286467,0.0288,0.0255,-0.0056,7.942,0.017,63.5,4.493E+00,7.872,0.015,70.2,4.552E+00,1,0,0000,AA,5,58379.04623257,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.277883,18.266057
85.0162107,-1.3286616,0.0265,0.0235,-0.0076,8.407,0.014,78.5,8.199E-01,8.397,0.013,83.5,1.616E+00,1,0,0000,AA,10,58900.66652804,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.278376,40.955277
85.0162071,-1.3286584,0.0253,0.0250,0.0034,7.730,0.017,63.0,2.916E+00,7.793,0.014,78.1,3.186E+00,1,0,0000,AA,10,59109.77676899,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.279121,37.394470
85.0162141,-1.3286642,0.0261,0.0247,-0.0038,7.780,0.016,66.8,4.301E+00,7.765,0.014,77.8,9.725E-01,1,0,0000,AA,10,58378.45729425,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.279764,44.106085
85.0162268,-1.3286786,0.0275,0.0256,-0.0057,7.811,0.014,76.8,2.385E+00,7.792,0.016,67.9,1.070E+00,1,0,0000,AA,5,59264.76832943,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.282870,58.204102
85.0162110,-1.3286601,0.0264,0.0239,0.0086,7.827,0.017,62.4,3.177E+00,7.848,0.013,86.6,2.271E+00,1,0,0000,AA,10,58536.50275709,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.283187,40.404101
85.0162328,-1.3286900,0.0279,0.0255,-0.0053,7.918,0.018,60.4,2.193E+00,7.974,0.013,85.1,2.543E+00,1,0,0000,AA,10,57448.02831171,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.283387,67.598606
85.0162265,-1.3286773,0.0239,0.0237,-0.0087,8.301,0.016,66.6,7.373E-01,8.300,0.012,92.2,3.080E+00,1,0,0000,AA,10,57811.74937414,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.284452,57.288262
85.0162189,-1.3286671,0.0262,0.0269,-0.0086,7.819,0.017,64.0,1.098E+00,7.830,0.014,78.2,2.031E+00,1,0,0000,AA,10,57448.22492197,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.284966,48.064302
85.0162112,-1.3286595,0.0275,0.0238,-0.0140,7.831,0.019,57.7,1.567E+00,7.840,0.013,84.6,2.046E+00,1,0,0000,AA,10,59264.70300501,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.285298,40.233006
85.0161965,-1.3286495,0.0320,0.0327,-0.0179,7.811,0.019,57.6,2.034E+00,7.819,0.018,60.2,7.522E-01,1,0,0000,AA,10,59267.25218609,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.285777,27.365691
85.0162080,-1.3286564,0.0208,0.0225,-0.0069,7.732,0.015,72.8,2.217E+00,7.741,0.011,96.8,3.172E+00,1,0,0000,AA,10,59474.29188920,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.286817,37.035067
85.0162173,-1.3286634,0.0263,0.0233,-0.0083,7.755,0.017,62.1,2.526E+00,7.765,0.012,88.1,4.012E+00,1,0,0000,AA,10,59110.03832069,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.289913,45.344418
85.0162116,-1.3286581,0.0278,0.0244,0.0062,8.180,0.015,70.4,2.584E+00,8.184,0.014,79.6,1.535E+00,1,0,0000,AA,10,59841.41886860,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.290075,39.807097
85.0162279,-1.3286762,0.0282,0.0254,-0.0099,7.792,0.017,62.7,1.573E+00,7.830,0.016,68.5,1.894E+00,1,0,0000,AA,10,58900.14329598,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.290824,57.168284
85.0162154,-1.3286609,0.0267,0.0269,-0.0026,7.747,0.018,62.0,1.944E+00,7.776,0.016,69.5,1.423E+00,1,0,0000,AA,10,57647.58282049,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.291586,43.141478
85.0162142,-1.3286594,0.0253,0.0237,-0.0032,7.898,0.015,71.2,2.005E+00,7.879,0.012,88.0,9.837E-01,1,0,0000,AA,10,57448.15934281,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.292653,41.801458
85.0162076,-1.3286539,0.0256,0.0233,-0.0113,7.743,0.014,75.9,1.302E+00,7.768,0.012,88.7,1.386E+00,1,0,0000,AA,10,58013.90811940,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.293217,35.751148
85.0162115,-1.3286566,0.0247,0.0243,-0.0099,7.968,0.016,68.4,1.090E+00,7.950,0.012,92.7,1.657E+00,1,0,0000,AA,10,58743.32622093,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.294022,39.079514
85.0162190,-1.3286634,0.0283,0.0237,-0.0093,8.373,0.017,62.2,5.724E+00,8.338,0.012,89.5,3.872E+00,1,0,0000,AA,10,59841.35367162,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.294295,46.181664
85.0162273,-1.3286729,0.0295,0.0245,-0.0066,7.748,0.018,58.7,5.018E+00,7.765,0.013,84.4,5.809E+00,1,0,0000,AA,10,59267.25205877,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.295672,55.006456
85.0162267,-1.3286716,0.0240,0.0244,-0.0069,7.767,0.017,65.8,1.851E+00,7.782,0.012,91.4,2.248E+00,1,0,0000,AA,10,56730.07004691,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.296629,54.026642
85.0162163,-1.3286598,0.0273,0.0227,-0.0011,8.442,0.015,70.1,1.688E+00,8.421,0.013,80.8,2.043E+00,1,0,0000,AA,5,57283.35363660,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.296693,43.074974
85.0162204,-1.3286638,0.0256,0.0198,0.0002,7.779,0.015,73.3,1.338E+00,7.814,0.011,97.9,1.203E+00,1,0,0000,AA,10,56921.52288591,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.296963,47.055252
85.0162222,-1.3286655,0.0298,0.0274,-0.0104,7.736,0.019,56.3,1.621E+00,7.743,0.014,75.4,4.226E+00,1,0,0000,AA,10,57448.61826975,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.297678,48.767333
85.0162360,-1.3286864,0.0273,0.0245,0.0104,7.715,0.018,58.8,1.367E+00,7.805,0.013,82.7,2.920E+00,1,0,0000,AA,10,58169.40038093,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.299071,66.143828
85.0162219,-1.3286634,0.0283,0.0234,-0.0113,7.782,0.017,65.3,2.695E+00,7.774,0.013,86.2,1.067E+00,1,0,0000,AA,10,59265.35675866,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.301916,47.553217
85.0162132,-1.3286549,0.0253,0.0246,-0.0105,7.731,0.018,61.5,3.292E+00,7.733,0.013,84.1,3.012E+00,1,0,0000,AA,10,58014.17005347,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.302635,39.248293
85.0162148,-1.3286558,0.0268,0.0235,-0.0045,7.786,0.015,74.5,2.181E+00,7.820,0.013,80.7,7.470E-01,1,0,0000,AA,10,59996.03400727,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.303834,40.475886
85.0161993,-1.3286453,0.0252,0.0206,-0.0073,7.737,0.017,62.8,1.732E+00,7.727,0.012,94.0,3.845E+00,1,0,0000,AA,10,60205.84515965,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.303850,27.742708
85.0162283,-1.3286703,0.0257,0.0262,-0.0040,8.418,0.017,64.2,5.207E+00,8.438,0.012,88.3,4.363E+00,1,0,0000,AA,5,58900.60107632,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.304036,53.950336
85.0162170,-1.3286573,0.0248,0.0216,-0.0070,7.746,0.014,78.5,6.119E-01,7.738,0.012,91.6,1.307E+00,1,0,0000,AA,10,57812.73166334,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.305014,42.266021
85.0162026,-1.3286467,0.0220,0.0226,-0.0077,7.739,0.017,65.0,4.744E+00,7.782,0.011,99.6,1.676E+00,1,0,0000,AA,10,59110.16909657,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.305184,30.157316
85.0162254,-1.3286658,0.0266,0.0260,-0.0092,8.017,0.018,59.4,1.259E+00,8.027,0.013,83.6,1.019E+00,1,0,g000,AA,10,58742.80286211,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.305741,50.342320
85.0162333,-1.3286769,0.0280,0.0261,-0.0062,7.697,0.018,61.2,3.123E+00,7.804,0.014,79.8,2.193E+00,1,0,0000,AA,10,58742.60663470,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.306049,59.537972
85.0162276,-1.3286681,0.0268,0.0262,-0.0063,7.768,0.016,69.0,2.506E+00,7.784,0.014,76.0,1.563E+00,1,0,0000,AA,10,59631.77982035,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.306759,52.477253
85.0162235,-1.3286629,0.0254,0.0242,-0.0065,7.741,0.015,71.5,8.942E-01,7.774,0.013,86.2,8.063E-01,1,0,0000,AA,10,59109.97286907,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.307389,48.030063
85.0161956,-1.3286423,0.0246,0.0267,0.0088,7.754,0.018,58.9,1.722E+00,7.772,0.014,77.0,4.632E+00,1,0,0000,AA,10,58169.53128529,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.307666,24.610114
85.0162055,-1.3286475,0.0287,0.0249,-0.0095,7.759,0.015,72.7,1.255E+00,7.804,0.015,71.6,8.557E-01,1,0,0000,AA,10,58742.47585885,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.308126,32.104879
85.0162258,-1.3286646,0.0276,0.0258,-0.0076,7.729,0.017,64.6,1.627E+00,7.783,0.014,75.7,2.458E+00,1,0,0000,AA,10,59473.89981572,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.309609,49.896865
85.0162321,-1.3286730,0.0295,0.0258,-0.0141,7.833,0.019,58.6,1.636E+00,7.827,0.013,81.4,2.836E+00,1,0,0000,AA,10,58743.45712417,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.309777,56.893732
85.0162229,-1.3286611,0.0249,0.0241,-0.0080,7.893,0.018,61.4,1.008E+00,7.914,0.012,92.3,1.187E+00,1,0,0000,AA,10,58900.27407218,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.310173,46.873272
85.0162115,-1.3286509,0.0249,0.0214,-0.0058,7.780,0.015,73.2,9.776E-01,7.791,0.013,83.8,1.597E+00,1,0,0000,AA,10,56921.39134579,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.310219,36.689659
85.0162254,-1.3286637,0.0290,0.0292,-0.0072,7.931,0.018,59.7,5.967E+00,7.846,0.014,74.9,1.919E+00,1,0,0000,AA,10,57812.01130931,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.310615,49.268661
85.0162254,-1.3286636,0.0233,0.0235,-0.0038,7.908,0.016,66.8,2.537E+00,7.961,0.013,83.2,2.141E+00,1,0,0000,AA,10,59841.54888054,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.310843,49.218379
