ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
85.0161922,-1.3286398,0.0290,0.0241,-0.0106,7.860,0.014,75.2,3.311E+00,7.895,0.014,78.0,4.018E+00,1,0,0000,AA,10,59840.83209602,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.311116,21.869950
85.0162192,-1.3286567,0.0300,0.0272,-0.0082,7.762,0.018,59.4,1.641E+00,7.771,0.015,73.3,1.985E+00,1,0,0000,AA,10,58536.04484897,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.311965,43.075375
85.0162075,-1.3286475,0.0305,0.0261,-0.0134,7.767,0.017,62.8,6.284E-01,7.784,0.014,79.8,1.092E+00,1,0,0000,AA,10,56921.32551205,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.312011,33.224649
85.0162201,-1.3286573,0.0254,0.0260,-0.0039,7.813,0.017,62.8,3.418E+00,7.819,0.013,83.3,2.214E+00,1,0,0000,AA,10,58900.01251983,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.312631,43.779382
85.0162159,-1.3286533,0.0245,0.0240,-0.0093,8.290,0.015,73.8,1.326E+00,8.263,0.012,90.9,1.560E+00,1,0,0000,AA,10,58900.47030016,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.313265,39.958148
85.0162221,-1.3286590,0.0255,0.0217,0.0018,8.143,0.015,74.7,1.321E+00,8.124,0.014,79.4,1.081E+00,1,0,0000,AA,10,58536.76456442,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.313325,45.504270
85.0162202,-1.3286571,0.0271,0.0240,-0.0024,7.795,0.017,62.8,1.457E+00,7.791,0.013,85.8,2.940E+00,1,0,0000,AA,10,59995.90386757,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.313400,43.735815
85.0162340,-1.3286737,0.0274,0.0267,-0.0108,7.786,0.015,71.7,1.480E+00,7.776,0.013,80.6,2.292E+00,1,0,0000,AA,10,59267.64438728,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.314183,57.959859
85.0161852,-1.3286364,0.0274,0.0249,-0.0090,8.115,0.016,67.3,2.175E+00,8.065,0.013,84.5,1.014E+00,1,0,0000,AA,10,59996.61950845,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.314333,16.770410
85.0162392,-1.3286831,0.0289,0.0284,-0.0133,7.763,0.018,61.4,2.047E+00,7.742,0.015,70.7,1.662E+00,1,0,0000,AA,10,59995.64358815,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.314483,65.012863
85.0162365,-1.3286772,0.0259,0.0234,-0.0094,8.139,0.014,78.4,1.340E+00,8.128,0.013,86.8,7.201E-01,1,0,0000,AA,10,57647.05869586,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.315503,60.767420
85.0162241,-1.3286602,0.0272,0.0223,0.0047,7.793,0.016,69.2,6.987E+00,7.779,0.013,85.8,4.773E+00,1,0,0000,AA,5,59268.23281641,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.315548,46.979991
85.0162230,-1.3286590,0.0270,0.0244,-0.0060,7.753,0.015,70.0,1.019E+00,7.777,0.014,79.8,7.473E-01,1,0,0000,AA,10,59265.22598250,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.315653,45.916346
85.0162144,-1.3286512,0.0306,0.0265,-0.0065,7.858,0.018,61.9,1.578E+00,7.863,0.014,76.1,3.631E+00,1,0,0000,AA,10,57283.74711139,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.315713,38.325845
85.0162255,-1.3286612,0.0265,0.0241,-0.0047,7.714,0.019,58.6,9.677E-01,7.764,0.013,81.8,1.888E+00,1,0,0000,AA,10,57812.60075947,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.316833,48.077704
85.0162269,-1.3286626,0.0264,0.0259,-0.0115,8.040,0.019,57.3,2.569E+00,8.029,0.013,84.1,3.301E+00,1,0,0000,AA,10,57089.00677770,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.317295,49.362891
85.0162255,-1.3286605,0.0294,0.0276,-0.0069,7.777,0.019,56.8,1.134E+00,7.778,0.014,77.6,1.474E+00,1,0,0000,AA,10,58378.52274597,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.318513,47.740420
85.0162299,-1.3286654,0.0270,0.0273,-0.0088,7.863,0.022,50.5,9.695E-01,7.953,0.014,76.9,1.878E+00,1,0,0000,AA,10,57654.39580453,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.319254,51.998566
85.0162195,-1.3286542,0.0285,0.0256,-0.0079,7.731,0.018,60.1,1.172E+00,7.784,0.015,73.8,1.085E+00,1,0,0000,AA,10,58378.71897360,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.319328,42.113966
85.0162112,-1.3286475,0.0258,0.0221,-0.0074,7.750,0.016,67.3,1.589E+00,7.773,0.013,83.0,1.497E+00,1,0,0000,AA,10,58169.20402431,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.319490,35.222743
85.0162204,-1.3286545,0.0300,0.0250,0.0082,7.761,0.018,59.0,1.976E+00,7.748,0.014,78.1,2.366E+00,1,0,0000,AA,5,58742.34508294,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.320715,42.672634
85.0162434,-1.3286883,0.0240,0.0227,-0.0070,7.991,0.013,82.0,2.497E+00,7.958,0.013,86.3,1.330E+00,1,0,0000,AA,10,57646.92766468,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.321127,69.183290
85.0162252,-1.3286590,0.0244,0.0202,0.0064,7.743,0.017,64.8,1.082E+00,7.794,0.011,97.5,3.775E+00,1,0,0000,AA,10,58169.07311998,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.321392,46.898443
85.0162226,-1.3286563,0.0281,0.0241,0.0041,7.790,0.018,59.1,1.841E+00,7.834,0.013,80.6,2.600E+00,1,0,0000,AA,10,59632.23709169,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.321480,44.493298
85.0162227,-1.3286562,0.0260,0.0258,-0.0025,7.863,0.019,57.5,6.666E-01,7.854,0.013,84.8,1.854E+00,1,0,0000,AA,10,57089.13806374,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.321979,44.494087
85.0162377,-1.3286753,0.0275,0.0242,-0.0096,7.759,0.017,63.0,3.601E+00,7.767,0.012,89.1,3.613E+00,1,0,0000,AA,5,59631.84514485,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.322639,60.081971
85.0162380,-1.3286758,0.0273,0.0244,-0.0096,8.457,0.014,79.5,1.595E+00,8.439,0.015,74.5,1.082E+00,1,0,0000,AA,10,58900.53524258,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.322683,60.454609
85.0162101,-1.3286455,0.0289,0.0306,-0.0124,7.854,0.020,54.0,2.296E+00,7.877,0.015,71.2,3.029E+00,1,0,0000,AA,10,58536.50288447,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.323180,33.913036
85.0162195,-1.3286524,0.0291,0.0248,-0.0071,7.750,0.016,66.9,7.287E-01,7.773,0.014,75.0,1.342E+00,1,0,0000,AA,10,59265.09520625,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.324158,41.345868
85.0162204,-1.3286532,0.0251,0.0211,-0.0067,8.080,0.014,75.7,1.328E+00,8.077,0.012,90.3,8.913E-01,1,0,0000,AA,10,59996.35935649,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.324172,42.111958
85.0162233,-1.3286558,0.0291,0.0244,0.0057,7.814,0.020,55.1,1.454E+00,7.789,0.013,84.9,1.833E+00,1,0,0000,AA,10,58901.12392639,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.324522,44.587864
85.0162332,-1.3286665,0.0257,0.0247,-0.0031,7.774,0.017,65.5,7.283E+00,7.763,0.012,87.9,4.087E+00,1,0,0000,AA,5,59110.10364500,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.326350,53.830550
85.0162248,-1.3286563,0.0254,0.0245,-0.0078,7.749,0.019,57.6,7.657E-01,7.796,0.012,92.9,2.424E+00,1,0,0000,AA,10,57647.64827235,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.327073,45.482756
85.0162324,-1.3286648,0.0288,0.0243,-0.0020,7.739,0.019,56.7,2.465E+00,7.776,0.014,78.7,1.865E+00,1,0,0000,AA,10,60004.10076539,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.327694,52.669553
85.0162143,-1.3286468,0.0264,0.0226,-0.0025,7.773,0.017,64.3,2.610E+00,7.805,0.013,84.9,4.163E+00,1,0,0000,AA,10,60205.71565712,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.328083,36.560774
85.0162498,-1.3287042,0.0244,0.0242,-0.0058,8.303,0.014,75.1,2.171E+00,8.312,0.013,81.3,4.814E+00,1,0,0000,AA,10,57088.87536486,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.328155,80.018512
85.0162222,-1.3286526,0.0271,0.0249,0.0051,8.439,0.016,69.9,2.074E+00,8.417,0.013,80.7,1.263E+00,1,0,0000,AA,5,57088.80965845,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.330135,42.694650
85.0162349,-1.3286668,0.0228,0.0206,-0.0087,8.018,0.015,71.9,1.506E+00,8.026,0.011,98.4,1.453E+00,1,0,0000,AA,10,56729.47741663,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.330678,54.607296
85.0162420,-1.3286777,0.0261,0.0270,0.0023,7.777,0.020,54.6,2.446E+00,7.777,0.013,80.5,3.094E+00,1,0,0000,AA,5,58169.26947650,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.332089,62.706611
85.0162321,-1.3286624,0.0254,0.0213,-0.0039,7.729,0.015,70.1,1.257E+00,7.754,0.012,88.9,2.143E+00,1,0,0000,AA,10,58169.79309412,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.332161,51.371464
85.0162281,-1.3286574,0.0255,0.0234,-0.0104,7.828,0.014,76.1,9.123E-01,7.810,0.013,86.3,1.393E+00,1,0,0000,AA,10,56730.00421325,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.332956,47.401972
85.0162212,-1.3286492,0.0239,0.0234,-0.0084,7.765,0.015,74.4,9.644E-01,7.757,0.013,82.3,3.107E+00,1,0,0000,AA,10,57647.77930348,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.336863,40.832736
85.0162320,-1.3286600,0.0284,0.0243,-0.0113,7.845,0.015,74.0,1.114E+00,7.856,0.014,79.4,1.114E+00,1,0,0000,AA,10,57283.02561311,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.337353,50.186852
85.0162406,-1.3286718,0.0257,0.0228,-0.0045,7.750,0.018,60.2,1.005E+00,7.766,0.012,87.4,7.845E-01,1,0,0000,AA,10,56730.33350889,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.338025,59.113162
85.0162317,-1.3286583,0.0282,0.0240,-0.0064,8.194,0.016,67.9,2.629E+00,8.155,0.014,78.5,1.384E+00,1,0,0000,AA,10,59841.09288387,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.340475,49.279401
85.0162364,-1.3286639,0.0270,0.0231,-0.0077,7.764,0.018,61.9,1.633E+00,7.779,0.012,89.4,1.333E+00,1,0,0000,AA,10,58378.52261856,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.341168,53.703066
85.0162129,-1.3286411,0.0240,0.0211,-0.0030,7.805,0.017,64.9,4.726E+00,7.781,0.011,99.0,2.668E+00,1,0,0000,AA,10,59109.90754487,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.341942,33.833500
85.0162382,-1.3286657,0.0245,0.0240,-0.0082,7.808,0.017,65.0,7.540E+00,7.778,0.013,83.5,1.321E+00,1,0,0000,AA,10,57812.14234117,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.342674,55.217697
85.0162247,-1.3286500,0.0278,0.0237,-0.0113,7.693,0.016,67.8,1.849E+00,7.761,0.013,84.3,1.069E+00,1,0,0000,AA,10,56920.93089178,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.343115,42.739084
85.0162266,-1.3286515,0.0253,0.0208,-0.0058,7.808,0.016,69.0,1.086E+00,7.803,0.011,97.3,1.898E+00,1,0,0000,AA,10,58536.43743258,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.343898,44.186565
85.0162385,-1.3286654,0.0227,0.0227,-0.0080,7.923,0.014,75.3,1.838E+00,7.896,0.013,85.2,1.396E+00,1,0,0000,AA,10,56729.93837958,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.344173,55.172566
85.0162060,-1.3286359,0.0227,0.0238,-0.0065,7.732,0.017,64.1,1.347E+00,7.806,0.012,92.8,3.994E+00,1,0,0000,AA,10,59841.81017771,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.345064,28.670758
85.0162398,-1.3286666,0.0283,0.0253,-0.0092,8.103,0.017,65.8,3.506E+00,8.081,0.014,78.1,9.600E-01,1,0,0000,AA,10,57818.49449134,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.345597,56.203512
85.0162043,-1.3286344,0.0251,0.0220,-0.0054,7.732,0.015,71.7,4.186E+00,7.736,0.012,87.9,5.192E+00,1,0,0000,AA,5,59268.10204031,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.346961,27.356333
85.0162322,-1.3286561,0.0249,0.0263,-0.0086,8.349,0.018,58.8,1.316E+00,8.338,0.012,87.0,6.409E-01,1,0,0000,AA,5,57283.28805747,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.347043,48.482190
85.0162355,-1.3286596,0.0268,0.0237,-0.0119,8.233,0.015,70.9,1.901E+00,8.195,0.013,82.5,1.865E+00,1,0,0000,AA,10,58743.19544444,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.348022,51.332677
85.0162426,-1.3286697,0.0275,0.0229,-0.0096,7.780,0.014,76.0,3.316E+00,7.768,0.013,82.1,1.283E+00,1,0,0000,AA,10,58169.92399854,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.348089,58.653462
85.0162340,-1.3286575,0.0291,0.0236,-0.0039,7.756,0.015,70.4,9.101E-01,7.790,0.013,83.9,9.351E-01,1,0,0000,AA,10,58378.19548767,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.348645,49.808150
85.0162321,-1.3286548,0.0288,0.0284,0.0050,8.336,0.018,59.3,9.606E-01,8.334,0.014,78.0,7.340E-01,1,0,g000,AA,10,57283.28793010,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.349903,47.869310
85.0162349,-1.3286579,0.0276,0.0244,-0.0081,8.045,0.015,71.5,3.939E+00,7.896,0.014,80.3,1.975E+00,1,0,0000,AA,10,57647.38621008,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.350213,50.330117
85.0162201,-1.3286434,0.0303,0.0254,-0.0089,7.880,0.019,56.7,8.576E+00,7.883,0.013,82.5,1.081E+01,1,0,0000,AA,5,57447.63496389,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.350470,38.110083
85.0162442,-1.3286710,0.0258,0.0222,-0.0099,8.032,0.016,68.1,2.030E+00,7.994,0.013,85.8,1.890E+00,1,0,0000,AA,10,57647.32075812,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.350645,59.796134
85.0162569,-1.3287086,0.0267,0.0235,-0.0087,7.821,0.016,68.3,1.257E+01,7.789,0.012,89.9,1.095E+01,1,0,0000,AA,5,58742.34495563,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.351156,83.288376
85.0162395,-1.3286631,0.0314,0.0268,-0.0051,8.072,0.021,51.1,2.695E+00,8.046,0.014,80.3,1.748E+00,1,0,0000,AA,10,59996.61963576,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.351895,54.400528
85.0162224,-1.3286446,0.0271,0.0242,-0.0089,7.725,0.016,66.4,1.384E+00,7.751,0.013,84.9,1.137E+00,1,0,0000,AA,10,56921.06243191,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.352298,39.603121
85.0162251,-1.3286457,0.0245,0.0220,-0.0075,7.910,0.014,77.3,1.830E+00,7.916,0.012,89.5,9.649E-01,1,0,0000,AA,5,57089.07235733,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.355581,41.216483
85.0162478,-1.3286742,0.0284,0.0220,-0.0074,7.713,0.017,64.3,1.540E+00,7.762,0.012,87.9,1.961E+00,1,0,0000,AA,10,58169.66218971,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.356430,62.445331
85.0162440,-1.3286673,0.0273,0.0235,-0.0050,7.667,0.016,66.9,2.170E+00,7.757,0.013,82.8,1.236E+00,1,0,0000,AA,10,58014.62821578,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.356920,57.889687
85.0162368,-1.3286569,0.0254,0.0222,-0.0081,7.888,0.015,70.1,1.185E+00,7.916,0.012,88.3,1.588E+00,1,0,0000,AA,10,58742.73753784,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.357779,50.585419
85.0162347,-1.3286544,0.0259,0.0241,-0.0041,8.003,0.015,73.0,6.640E-01,7.999,0.013,85.2,1.010E+00,1,0,0000,AA,10,58536.63366076,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.357845,48.703426
85.0162350,-1.3286546,0.0260,0.0222,-0.0119,7.748,0.015,74.5,6.331E-01,7.757,0.012,92.4,1.272E+00,1,0,0000,AA,10,56730.46517622,847001601351030178,7.863,0.028,7.855,0.020,7.840,0.024,7.381,0.148,108097748,8.524,0.0203,8.059,0.0398,7.906,0.0325,0.358175,48.903940
